!Series_title	"The fibrosis-targeted collagen/integrins gene profile predicts risk of metastasis in pulmonary neuroendocrine neoplasms"
!Sample_platform_id	"GPL24335"	"GPL24335"	"GPL24335"	"GPL24335"	"GPL24335"	"GPL24335"	"GPL24335"	"GPL24335"	"GPL24335"	"GPL24335"	"GPL24335"	"GPL24335"	"GPL24335"	"GPL24335"	"GPL24335"	"GPL24335"	"GPL24335"	"GPL24335"	"GPL24335"	"GPL24335"	"GPL24335"	"GPL24335"	"GPL24335"	"GPL24335"	"GPL24335"	"GPL24335"	"GPL24335"	"GPL24335"	"GPL24335"	"GPL24335"	"GPL24335"	"GPL24335"	"GPL24335"	"GPL24335"	"GPL24335"	"GPL24335"	"GPL24335"	"GPL24335"	"GPL24335"	"GPL24335"	"GPL24335"	"GPL24335"	"GPL24335"	"GPL24335"	"GPL24335"	"GPL24335"	"GPL24335"	"GPL24335"
!Sample_contact_name	"Tabatha,Gutierrez,Prieto"	"Tabatha,Gutierrez,Prieto"	"Tabatha,Gutierrez,Prieto"	"Tabatha,Gutierrez,Prieto"	"Tabatha,Gutierrez,Prieto"	"Tabatha,Gutierrez,Prieto"	"Tabatha,Gutierrez,Prieto"	"Tabatha,Gutierrez,Prieto"	"Tabatha,Gutierrez,Prieto"	"Tabatha,Gutierrez,Prieto"	"Tabatha,Gutierrez,Prieto"	"Tabatha,Gutierrez,Prieto"	"Tabatha,Gutierrez,Prieto"	"Tabatha,Gutierrez,Prieto"	"Tabatha,Gutierrez,Prieto"	"Tabatha,Gutierrez,Prieto"	"Tabatha,Gutierrez,Prieto"	"Tabatha,Gutierrez,Prieto"	"Tabatha,Gutierrez,Prieto"	"Tabatha,Gutierrez,Prieto"	"Tabatha,Gutierrez,Prieto"	"Tabatha,Gutierrez,Prieto"	"Tabatha,Gutierrez,Prieto"	"Tabatha,Gutierrez,Prieto"	"Tabatha,Gutierrez,Prieto"	"Tabatha,Gutierrez,Prieto"	"Tabatha,Gutierrez,Prieto"	"Tabatha,Gutierrez,Prieto"	"Tabatha,Gutierrez,Prieto"	"Tabatha,Gutierrez,Prieto"	"Tabatha,Gutierrez,Prieto"	"Tabatha,Gutierrez,Prieto"	"Tabatha,Gutierrez,Prieto"	"Tabatha,Gutierrez,Prieto"	"Tabatha,Gutierrez,Prieto"	"Tabatha,Gutierrez,Prieto"	"Tabatha,Gutierrez,Prieto"	"Tabatha,Gutierrez,Prieto"	"Tabatha,Gutierrez,Prieto"	"Tabatha,Gutierrez,Prieto"	"Tabatha,Gutierrez,Prieto"	"Tabatha,Gutierrez,Prieto"	"Tabatha,Gutierrez,Prieto"	"Tabatha,Gutierrez,Prieto"	"Tabatha,Gutierrez,Prieto"	"Tabatha,Gutierrez,Prieto"	"Tabatha,Gutierrez,Prieto"	"Tabatha,Gutierrez,Prieto"
!Sample_contact_email	"tabathaprieto@yahoo.com.br"	"tabathaprieto@yahoo.com.br"	"tabathaprieto@yahoo.com.br"	"tabathaprieto@yahoo.com.br"	"tabathaprieto@yahoo.com.br"	"tabathaprieto@yahoo.com.br"	"tabathaprieto@yahoo.com.br"	"tabathaprieto@yahoo.com.br"	"tabathaprieto@yahoo.com.br"	"tabathaprieto@yahoo.com.br"	"tabathaprieto@yahoo.com.br"	"tabathaprieto@yahoo.com.br"	"tabathaprieto@yahoo.com.br"	"tabathaprieto@yahoo.com.br"	"tabathaprieto@yahoo.com.br"	"tabathaprieto@yahoo.com.br"	"tabathaprieto@yahoo.com.br"	"tabathaprieto@yahoo.com.br"	"tabathaprieto@yahoo.com.br"	"tabathaprieto@yahoo.com.br"	"tabathaprieto@yahoo.com.br"	"tabathaprieto@yahoo.com.br"	"tabathaprieto@yahoo.com.br"	"tabathaprieto@yahoo.com.br"	"tabathaprieto@yahoo.com.br"	"tabathaprieto@yahoo.com.br"	"tabathaprieto@yahoo.com.br"	"tabathaprieto@yahoo.com.br"	"tabathaprieto@yahoo.com.br"	"tabathaprieto@yahoo.com.br"	"tabathaprieto@yahoo.com.br"	"tabathaprieto@yahoo.com.br"	"tabathaprieto@yahoo.com.br"	"tabathaprieto@yahoo.com.br"	"tabathaprieto@yahoo.com.br"	"tabathaprieto@yahoo.com.br"	"tabathaprieto@yahoo.com.br"	"tabathaprieto@yahoo.com.br"	"tabathaprieto@yahoo.com.br"	"tabathaprieto@yahoo.com.br"	"tabathaprieto@yahoo.com.br"	"tabathaprieto@yahoo.com.br"	"tabathaprieto@yahoo.com.br"	"tabathaprieto@yahoo.com.br"	"tabathaprieto@yahoo.com.br"	"tabathaprieto@yahoo.com.br"	"tabathaprieto@yahoo.com.br"	"tabathaprieto@yahoo.com.br"
!Sample_contact_laboratory	"Histomorfometry and Lung genomics"	"Histomorfometry and Lung genomics"	"Histomorfometry and Lung genomics"	"Histomorfometry and Lung genomics"	"Histomorfometry and Lung genomics"	"Histomorfometry and Lung genomics"	"Histomorfometry and Lung genomics"	"Histomorfometry and Lung genomics"	"Histomorfometry and Lung genomics"	"Histomorfometry and Lung genomics"	"Histomorfometry and Lung genomics"	"Histomorfometry and Lung genomics"	"Histomorfometry and Lung genomics"	"Histomorfometry and Lung genomics"	"Histomorfometry and Lung genomics"	"Histomorfometry and Lung genomics"	"Histomorfometry and Lung genomics"	"Histomorfometry and Lung genomics"	"Histomorfometry and Lung genomics"	"Histomorfometry and Lung genomics"	"Histomorfometry and Lung genomics"	"Histomorfometry and Lung genomics"	"Histomorfometry and Lung genomics"	"Histomorfometry and Lung genomics"	"Histomorfometry and Lung genomics"	"Histomorfometry and Lung genomics"	"Histomorfometry and Lung genomics"	"Histomorfometry and Lung genomics"	"Histomorfometry and Lung genomics"	"Histomorfometry and Lung genomics"	"Histomorfometry and Lung genomics"	"Histomorfometry and Lung genomics"	"Histomorfometry and Lung genomics"	"Histomorfometry and Lung genomics"	"Histomorfometry and Lung genomics"	"Histomorfometry and Lung genomics"	"Histomorfometry and Lung genomics"	"Histomorfometry and Lung genomics"	"Histomorfometry and Lung genomics"	"Histomorfometry and Lung genomics"	"Histomorfometry and Lung genomics"	"Histomorfometry and Lung genomics"	"Histomorfometry and Lung genomics"	"Histomorfometry and Lung genomics"	"Histomorfometry and Lung genomics"	"Histomorfometry and Lung genomics"	"Histomorfometry and Lung genomics"	"Histomorfometry and Lung genomics"
!Sample_contact_department	"Pathology"	"Pathology"	"Pathology"	"Pathology"	"Pathology"	"Pathology"	"Pathology"	"Pathology"	"Pathology"	"Pathology"	"Pathology"	"Pathology"	"Pathology"	"Pathology"	"Pathology"	"Pathology"	"Pathology"	"Pathology"	"Pathology"	"Pathology"	"Pathology"	"Pathology"	"Pathology"	"Pathology"	"Pathology"	"Pathology"	"Pathology"	"Pathology"	"Pathology"	"Pathology"	"Pathology"	"Pathology"	"Pathology"	"Pathology"	"Pathology"	"Pathology"	"Pathology"	"Pathology"	"Pathology"	"Pathology"	"Pathology"	"Pathology"	"Pathology"	"Pathology"	"Pathology"	"Pathology"	"Pathology"	"Pathology"
!Sample_contact_institute	"Faculty of Medicine of University of Sao Paulo"	"Faculty of Medicine of University of Sao Paulo"	"Faculty of Medicine of University of Sao Paulo"	"Faculty of Medicine of University of Sao Paulo"	"Faculty of Medicine of University of Sao Paulo"	"Faculty of Medicine of University of Sao Paulo"	"Faculty of Medicine of University of Sao Paulo"	"Faculty of Medicine of University of Sao Paulo"	"Faculty of Medicine of University of Sao Paulo"	"Faculty of Medicine of University of Sao Paulo"	"Faculty of Medicine of University of Sao Paulo"	"Faculty of Medicine of University of Sao Paulo"	"Faculty of Medicine of University of Sao Paulo"	"Faculty of Medicine of University of Sao Paulo"	"Faculty of Medicine of University of Sao Paulo"	"Faculty of Medicine of University of Sao Paulo"	"Faculty of Medicine of University of Sao Paulo"	"Faculty of Medicine of University of Sao Paulo"	"Faculty of Medicine of University of Sao Paulo"	"Faculty of Medicine of University of Sao Paulo"	"Faculty of Medicine of University of Sao Paulo"	"Faculty of Medicine of University of Sao Paulo"	"Faculty of Medicine of University of Sao Paulo"	"Faculty of Medicine of University of Sao Paulo"	"Faculty of Medicine of University of Sao Paulo"	"Faculty of Medicine of University of Sao Paulo"	"Faculty of Medicine of University of Sao Paulo"	"Faculty of Medicine of University of Sao Paulo"	"Faculty of Medicine of University of Sao Paulo"	"Faculty of Medicine of University of Sao Paulo"	"Faculty of Medicine of University of Sao Paulo"	"Faculty of Medicine of University of Sao Paulo"	"Faculty of Medicine of University of Sao Paulo"	"Faculty of Medicine of University of Sao Paulo"	"Faculty of Medicine of University of Sao Paulo"	"Faculty of Medicine of University of Sao Paulo"	"Faculty of Medicine of University of Sao Paulo"	"Faculty of Medicine of University of Sao Paulo"	"Faculty of Medicine of University of Sao Paulo"	"Faculty of Medicine of University of Sao Paulo"	"Faculty of Medicine of University of Sao Paulo"	"Faculty of Medicine of University of Sao Paulo"	"Faculty of Medicine of University of Sao Paulo"	"Faculty of Medicine of University of Sao Paulo"	"Faculty of Medicine of University of Sao Paulo"	"Faculty of Medicine of University of Sao Paulo"	"Faculty of Medicine of University of Sao Paulo"	"Faculty of Medicine of University of Sao Paulo"
!Sample_contact_address	"Av Dr Arnaldo 455, room 1143"	"Av Dr Arnaldo 455, room 1143"	"Av Dr Arnaldo 455, room 1143"	"Av Dr Arnaldo 455, room 1143"	"Av Dr Arnaldo 455, room 1143"	"Av Dr Arnaldo 455, room 1143"	"Av Dr Arnaldo 455, room 1143"	"Av Dr Arnaldo 455, room 1143"	"Av Dr Arnaldo 455, room 1143"	"Av Dr Arnaldo 455, room 1143"	"Av Dr Arnaldo 455, room 1143"	"Av Dr Arnaldo 455, room 1143"	"Av Dr Arnaldo 455, room 1143"	"Av Dr Arnaldo 455, room 1143"	"Av Dr Arnaldo 455, room 1143"	"Av Dr Arnaldo 455, room 1143"	"Av Dr Arnaldo 455, room 1143"	"Av Dr Arnaldo 455, room 1143"	"Av Dr Arnaldo 455, room 1143"	"Av Dr Arnaldo 455, room 1143"	"Av Dr Arnaldo 455, room 1143"	"Av Dr Arnaldo 455, room 1143"	"Av Dr Arnaldo 455, room 1143"	"Av Dr Arnaldo 455, room 1143"	"Av Dr Arnaldo 455, room 1143"	"Av Dr Arnaldo 455, room 1143"	"Av Dr Arnaldo 455, room 1143"	"Av Dr Arnaldo 455, room 1143"	"Av Dr Arnaldo 455, room 1143"	"Av Dr Arnaldo 455, room 1143"	"Av Dr Arnaldo 455, room 1143"	"Av Dr Arnaldo 455, room 1143"	"Av Dr Arnaldo 455, room 1143"	"Av Dr Arnaldo 455, room 1143"	"Av Dr Arnaldo 455, room 1143"	"Av Dr Arnaldo 455, room 1143"	"Av Dr Arnaldo 455, room 1143"	"Av Dr Arnaldo 455, room 1143"	"Av Dr Arnaldo 455, room 1143"	"Av Dr Arnaldo 455, room 1143"	"Av Dr Arnaldo 455, room 1143"	"Av Dr Arnaldo 455, room 1143"	"Av Dr Arnaldo 455, room 1143"	"Av Dr Arnaldo 455, room 1143"	"Av Dr Arnaldo 455, room 1143"	"Av Dr Arnaldo 455, room 1143"	"Av Dr Arnaldo 455, room 1143"	"Av Dr Arnaldo 455, room 1143"
!Sample_contact_city	"Sao Paulo"	"Sao Paulo"	"Sao Paulo"	"Sao Paulo"	"Sao Paulo"	"Sao Paulo"	"Sao Paulo"	"Sao Paulo"	"Sao Paulo"	"Sao Paulo"	"Sao Paulo"	"Sao Paulo"	"Sao Paulo"	"Sao Paulo"	"Sao Paulo"	"Sao Paulo"	"Sao Paulo"	"Sao Paulo"	"Sao Paulo"	"Sao Paulo"	"Sao Paulo"	"Sao Paulo"	"Sao Paulo"	"Sao Paulo"	"Sao Paulo"	"Sao Paulo"	"Sao Paulo"	"Sao Paulo"	"Sao Paulo"	"Sao Paulo"	"Sao Paulo"	"Sao Paulo"	"Sao Paulo"	"Sao Paulo"	"Sao Paulo"	"Sao Paulo"	"Sao Paulo"	"Sao Paulo"	"Sao Paulo"	"Sao Paulo"	"Sao Paulo"	"Sao Paulo"	"Sao Paulo"	"Sao Paulo"	"Sao Paulo"	"Sao Paulo"	"Sao Paulo"	"Sao Paulo"
!Sample_contact_state	"Sao Paulo"	"Sao Paulo"	"Sao Paulo"	"Sao Paulo"	"Sao Paulo"	"Sao Paulo"	"Sao Paulo"	"Sao Paulo"	"Sao Paulo"	"Sao Paulo"	"Sao Paulo"	"Sao Paulo"	"Sao Paulo"	"Sao Paulo"	"Sao Paulo"	"Sao Paulo"	"Sao Paulo"	"Sao Paulo"	"Sao Paulo"	"Sao Paulo"	"Sao Paulo"	"Sao Paulo"	"Sao Paulo"	"Sao Paulo"	"Sao Paulo"	"Sao Paulo"	"Sao Paulo"	"Sao Paulo"	"Sao Paulo"	"Sao Paulo"	"Sao Paulo"	"Sao Paulo"	"Sao Paulo"	"Sao Paulo"	"Sao Paulo"	"Sao Paulo"	"Sao Paulo"	"Sao Paulo"	"Sao Paulo"	"Sao Paulo"	"Sao Paulo"	"Sao Paulo"	"Sao Paulo"	"Sao Paulo"	"Sao Paulo"	"Sao Paulo"	"Sao Paulo"	"Sao Paulo"
!Sample_contact_zip/postal_code	"01246-903"	"01246-903"	"01246-903"	"01246-903"	"01246-903"	"01246-903"	"01246-903"	"01246-903"	"01246-903"	"01246-903"	"01246-903"	"01246-903"	"01246-903"	"01246-903"	"01246-903"	"01246-903"	"01246-903"	"01246-903"	"01246-903"	"01246-903"	"01246-903"	"01246-903"	"01246-903"	"01246-903"	"01246-903"	"01246-903"	"01246-903"	"01246-903"	"01246-903"	"01246-903"	"01246-903"	"01246-903"	"01246-903"	"01246-903"	"01246-903"	"01246-903"	"01246-903"	"01246-903"	"01246-903"	"01246-903"	"01246-903"	"01246-903"	"01246-903"	"01246-903"	"01246-903"	"01246-903"	"01246-903"	"01246-903"
!Sample_contact_country	"Brazil"	"Brazil"	"Brazil"	"Brazil"	"Brazil"	"Brazil"	"Brazil"	"Brazil"	"Brazil"	"Brazil"	"Brazil"	"Brazil"	"Brazil"	"Brazil"	"Brazil"	"Brazil"	"Brazil"	"Brazil"	"Brazil"	"Brazil"	"Brazil"	"Brazil"	"Brazil"	"Brazil"	"Brazil"	"Brazil"	"Brazil"	"Brazil"	"Brazil"	"Brazil"	"Brazil"	"Brazil"	"Brazil"	"Brazil"	"Brazil"	"Brazil"	"Brazil"	"Brazil"	"Brazil"	"Brazil"	"Brazil"	"Brazil"	"Brazil"	"Brazil"	"Brazil"	"Brazil"	"Brazil"	"Brazil"
!Sample_supplementary_file	"NONE"	"NONE"	"NONE"	"NONE"	"NONE"	"NONE"	"NONE"	"NONE"	"NONE"	"NONE"	"NONE"	"NONE"	"NONE"	"NONE"	"NONE"	"NONE"	"NONE"	"NONE"	"NONE"	"NONE"	"NONE"	"NONE"	"NONE"	"NONE"	"NONE"	"NONE"	"NONE"	"NONE"	"NONE"	"NONE"	"NONE"	"NONE"	"NONE"	"NONE"	"NONE"	"NONE"	"NONE"	"NONE"	"NONE"	"NONE"	"NONE"	"NONE"	"NONE"	"NONE"	"NONE"	"NONE"	"NONE"	"NONE"
!Sample_data_row_count	"89"	"89"	"89"	"89"	"89"	"89"	"89"	"89"	"89"	"89"	"89"	"89"	"89"	"89"	"89"	"89"	"89"	"89"	"89"	"89"	"89"	"89"	"89"	"89"	"89"	"89"	"89"	"89"	"89"	"89"	"89"	"89"	"89"	"89"	"89"	"89"	"89"	"89"	"89"	"89"	"89"	"89"	"89"	"89"	"89"	"89"	"89"	"89"
!series_matrix_table_begin
"ID_REF"	"GSM5501317"	"GSM5501318"	"GSM5501319"	"GSM5501320"	"GSM5501321"	"GSM5501322"	"GSM5501323"	"GSM5501324"	"GSM5501325"	"GSM5501326"	"GSM5501327"	"GSM5501328"	"GSM5501329"	"GSM5501330"	"GSM5501331"	"GSM5501332"	"GSM5501333"	"GSM5501334"	"GSM5501335"	"GSM5501336"	"GSM5501337"	"GSM5501338"	"GSM5501339"	"GSM5501340"	"GSM5501341"	"GSM5501342"	"GSM5501343"	"GSM5501344"	"GSM5501345"	"GSM5501346"	"GSM5501347"	"GSM5501348"	"GSM5501349"	"GSM5501350"	"GSM5501351"	"GSM5501352"	"GSM5501353"	"GSM5501354"	"GSM5501355"	"GSM5501356"	"GSM5501357"	"GSM5501358"	"GSM5501359"	"GSM5501360"	"GSM5501361"	"GSM5501362"	"GSM5501363"	"GSM5501364"
"A01"	6.98	6.99	9.03	10.04	7.00	7.00	10.05	3.98	8.00	3.99	8.02	3.99	5.00	12.01	7.00	11.03	10.99	13.02	7.97	6.98	12.03	10.99	4.97	10.00	4.00	10.02	7.99	7.03	5.99	6.99	3.97	9.03	6.98	5.00	4.99	4.98	8.03	8.00	9.98	8.02	7.03	6.98	0.02	9.00	6.98	8.00	9.00	9.00
"A02"	2.97	1.97	5.99	6.99	3.96	4.98	6.99	2.95	5.98	3.97	5.97	4.97	5.98	9.97	5.98	8.98	10.98	11.97	7.96	5.96	10.97	9.98	3.96	8.97	4.99	9.00	6.98	6.01	6.97	7.98	5.95	7.98	7.96	5.21	5.03	5.97	7.99	7.99	9.97	6.97	5.97	7.98	6.98	7.98	8.97	6.96	9.99	9.98
"A03"	9.02	4.98	7.00	8.00	5.97	8.00	9.01	3.97	8.01	6.99	6.99	6.00	7.00	11.98	9.00	8.00	10.00	11.99	8.97	8.99	9.99	7.99	6.99	9.00	7.01	9.98	10.99	6.01	9.98	8.99	7.96	9.99	10.97	6.98	5.32	7.97	9.07	11.01	10.97	7.98	7.99	10.98	7.98	9.08	9.97	7.97	10.99	11.99
"A04"	12.97	8.97	10.98	9.99	9.94	10.99	11.99	9.99	11.98	9.97	10.13	6.98	12.02	13.02	7.99	7.98	13.00	14.00	12.00	6.97	13.01	11.21	5.97	10.98	7.00	7.94	11.10	7.98	8.99	10.99	7.95	8.98	11.98	9.07	8.15	11.00	9.11	10.98	13.04	9.17	8.14	9.98	10.98	11.07	10.97	9.98	12.15	13.00
"A05"	6.02	12.14	9.03	12.18	8.01	12.03	10.01	7.98	7.01	8.02	10.21	10.00	9.04	10.99	13.02	9.93	14.11	9.98	11.90	14.03	13.00	9.98	11.99	12.00	12.00	10.21	11.22	7.05	13.00	12.99	11.97	7.21	11.99	7.07	7.98	12.99	11.07	11.08	12.99	9.17	8.15	14.00	9.07	9.10	8.17	7.98	8.07	14.01
"A06"	3.00	2.00	4.03	4.01	2.99	4.01	4.00	-1.03	4.01	4.00	2.00	4.00	5.00	8.00	2.01	7.01	6.98	10.02	8.98	1.98	7.01	7.02	0.98	5.01	4.00	7.00	5.01	3.00	5.00	5.00	2.97	6.00	4.99	4.01	3.01	2.99	4.00	4.01	7.99	3.00	3.02	6.00	6.98	4.00	5.98	2.98	6.00	8.00
"A07"	2.98	5.98	3.00	8.01	3.97	5.00	2.99	2.98	4.99	6.99	3.99	4.98	10.00	9.99	2.00	7.99	6.98	4.99	2.97	0.97	4.99	3.00	1.97	4.99	6.01	5.00	4.99	4.00	5.99	5.00	4.97	5.00	4.99	3.99	3.99	3.98	3.99	5.00	5.99	3.99	3.99	7.00	0.08	4.99	5.97	4.98	6.01	7.00
"A08"	9.98	6.99	8.98	9.98	7.95	8.99	10.97	5.95	8.97	6.98	8.95	4.96	7.00	10.98	9.98	10.98	11.97	13.97	10.97	10.95	10.99	11.01	6.96	8.98	4.99	10.15	8.98	7.25	6.99	7.98	5.95	9.99	7.98	5.24	5.25	5.96	9.05	11.00	7.97	9.20	8.21	6.97	0.08	9.00	6.97	8.24	10.98	8.98
"A09"	1.97	1.97	3.99	5.98	3.96	3.98	4.97	6.96	4.97	2.98	5.97	4.96	4.99	8.98	3.98	6.98	8.98	9.98	6.95	3.96	8.98	8.98	1.96	6.97	5.98	9.98	7.98	5.98	5.98	6.98	5.94	8.98	7.96	8.98	6.98	5.97	6.98	6.99	8.98	5.97	5.98	7.97	6.98	9.04	7.96	4.97	8.98	8.99
"A10"	3.98	1.97	6.00	7.00	4.97	7.99	8.00	5.96	7.99	6.98	7.97	8.97	11.01	7.98	5.99	8.98	10.98	11.97	6.96	4.97	13.97	9.98	11.96	7.97	12.98	11.98	13.48	10.21	14.18	11.98	12.96	10.23	13.17	9.21	10.98	14.00	12.98	11.11	12.99	9.13	11.00	14.97	9.21	9.98	13.16	8.98	12.02	15.07
"A11"	1.96	0.96	1.98	3.97	-0.05	3.97	4.98	-2.05	2.97	2.98	-0.04	4.96	7.97	4.97	4.98	10.97	6.97	9.98	6.96	5.94	6.97	6.98	3.96	6.97	4.98	6.97	7.98	5.99	6.98	4.98	3.94	5.98	5.97	5.06	5.02	3.96	5.98	5.98	7.96	2.97	4.97	4.97	4.98	6.98	6.96	5.95	7.98	6.98
"A12"	-0.03	-0.03	0.99	1.99	0.96	1.99	1.98	-4.04	0.97	1.97	-3.02	4.97	4.99	0.98	4.99	9.99	3.97	6.98	4.96	4.96	3.99	3.99	3.97	4.97	4.98	0.98	5.99	1.99	5.99	3.98	3.95	0.98	4.97	3.97	-0.03	4.97	5.00	1.98	5.97	-2.02	1.97	3.98	0.18	0.98	4.97	1.97	2.98	4.98
"B01"	3.01	3.01	3.01	4.03	2.98	4.01	4.02	-1.02	4.02	5.02	0.99	7.00	8.03	5.01	7.03	10.02	8.02	12.00	4.98	5.99	9.01	8.03	6.00	8.01	7.02	6.00	7.02	5.01	8.01	7.02	5.97	5.01	7.01	5.00	3.00	5.99	5.01	6.02	9.99	2.01	4.01	8.02	5.98	6.02	8.01	3.99	7.00	10.02
"B02"	5.99	4.99	9.01	10.00	6.98	8.01	10.00	4.98	6.99	5.99	8.99	6.99	7.00	7.99	8.01	10.00	10.98	11.99	7.97	6.98	9.99	10.01	3.98	7.98	8.00	10.08	10.99	9.98	8.00	9.99	7.98	10.14	9.99	8.07	8.03	8.98	9.16	11.01	10.99	9.08	8.17	9.00	7.98	9.17	9.99	8.15	11.99	11.01
"B03"	11.01	7.00	6.02	9.02	8.99	9.01	10.01	6.98	5.99	9.00	9.00	7.00	8.01	9.00	13.01	12.01	13.00	10.98	11.99	8.99	14.06	10.00	10.01	12.00	8.01	9.01	7.00	7.04	9.01	10.01	7.98	8.00	10.01	7.98	9.98	9.00	8.01	9.00	10.99	7.02	7.00	10.00	8.07	8.00	8.99	6.99	9.00	11.03
"B04"	0.01	1.00	2.01	5.04	1.99	4.03	3.00	3.01	2.99	2.01	3.01	6.02	3.01	6.98	3.01	8.02	8.99	10.00	6.99	4.02	9.02	8.00	3.01	8.02	6.00	10.79	5.99	7.01	8.02	9.01	6.99	10.00	7.98	5.09	5.23	5.99	6.99	5.99	9.00	7.02	6.00	8.02	0.17	7.00	9.01	5.97	10.01	11.00
"B05"	4.97	4.98	7.99	10.00	4.96	5.99	5.98	4.97	6.98	4.98	7.97	4.97	5.00	11.98	6.99	7.98	11.98	12.98	11.99	7.97	10.98	11.07	5.97	8.97	5.99	9.99	8.00	5.99	7.98	7.98	6.95	7.99	8.99	5.09	5.05	5.98	6.99	7.99	10.98	6.98	5.99	8.98	6.98	8.98	8.97	5.97	8.98	9.99
"B06"	3.00	2.00	6.04	5.01	3.99	5.02	6.01	5.98	6.01	4.00	6.00	5.01	5.01	9.99	3.01	11.00	9.01	9.00	9.99	4.01	9.02	9.01	2.99	8.01	6.02	9.01	8.02	5.00	7.01	8.02	5.97	10.06	8.00	6.48	5.00	5.99	6.00	7.01	10.00	8.01	7.00	8.00	0.04	8.00	9.01	6.00	9.01	10.01
"B07"	12.99	11.93	11.17	12.22	11.93	11.96	11.99	10.21	11.99	13.02	10.20	9.94	12.22	8.94	12.96	11.43	10.89	8.94	7.90	13.98	6.05	7.98	15.03	8.94	10.99	10.20	8.98	11.98	14.01	10.98	11.94	10.98	12.95	11.08	12.98	11.95	11.98	10.98	13.10	10.98	8.98	12.98	7.98	6.98	7.98	5.98	6.98	15.02
"B08"	2.96	1.96	4.98	5.98	3.96	4.99	5.97	4.97	4.98	2.97	7.97	4.96	3.97	9.97	5.97	7.98	9.97	10.97	7.95	4.96	9.97	9.97	2.96	7.96	5.98	7.98	8.98	6.99	6.98	6.99	4.95	8.99	6.97	5.98	5.99	5.96	7.99	7.98	8.97	7.97	5.98	7.97	6.98	8.01	7.96	5.97	8.98	9.98
"B09"	14.18	12.21	11.06	11.99	10.94	9.97	11.96	7.43	12.96	7.97	8.43	8.95	11.98	13.23	14.97	7.98	7.98	12.23	11.21	11.21	14.14	11.23	14.95	12.23	11.97	10.98	11.18	10.98	10.98	11.30	10.94	11.98	13.06	10.23	10.21	11.00	10.98	9.98	10.96	11.07	10.07	10.96	9.98	9.98	10.96	7.98	7.98	12.97
"B10"	-0.01	0.00	2.01	3.01	1.98	4.03	4.01	-3.01	3.99	1.99	2.99	3.00	7.01	1.99	5.01	7.00	5.99	12.99	5.97	4.99	8.01	7.01	3.98	7.00	2.01	3.99	3.00	3.00	3.02	3.00	1.97	3.00	2.99	3.99	2.01	1.99	3.02	4.00	5.99	2.00	1.99	2.99	5.98	3.99	2.98	1.99	4.00	5.02
"B11"	12.97	12.14	11.10	12.06	12.08	12.01	12.20	7.96	12.97	13.01	10.22	10.19	10.14	13.07	11.99	10.17	13.98	11.96	10.96	12.97	11.00	10.17	11.96	11.99	12.99	11.94	12.89	10.23	11.98	14.13	12.94	12.96	13.09	10.98	12.07	13.97	10.98	7.98	9.98	8.98	6.98	14.97	10.98	7.98	5.98	4.98	4.96	5.96
"B12"	12.97	8.98	11.16	11.00	5.96	10.99	11.98	3.96	6.98	9.98	10.05	8.99	11.00	10.99	13.99	12.18	14.04	10.17	5.97	14.04	14.13	8.98	11.96	11.97	8.99	10.16	10.98	7.03	11.00	10.99	8.95	7.07	11.97	7.89	8.89	9.97	9.07	11.14	13.00	9.01	7.98	10.98	9.07	9.01	10.97	11.07	11.98	11.99
"C01"	9.97	6.97	10.00	10.99	6.96	8.99	10.99	4.97	8.98	6.99	7.97	6.98	8.99	9.99	9.99	7.99	8.98	8.98	7.97	10.97	7.98	8.99	6.98	6.97	5.99	8.99	8.99	7.03	7.99	8.99	6.95	7.99	7.98	6.98	7.98	6.98	9.00	10.99	6.98	8.98	8.02	7.99	7.98	9.03	7.98	5.98	8.99	9.00
"C02"	12.98	7.98	9.99	12.23	12.05	13.19	12.18	10.09	10.97	12.99	10.14	10.24	12.03	10.21	15.19	12.19	12.10	12.14	11.19	14.06	10.21	10.20	13.45	10.12	15.11	13.98	11.21	10.21	13.21	14.15	11.98	11.21	10.98	12.98	10.21	14.17	9.98	12.14	13.17	9.07	8.16	15.15	9.21	9.21	13.14	10.21	8.98	9.21
"C03"	1.98	1.97	4.00	6.01	3.96	4.99	4.99	4.97	5.97	4.98	5.99	7.00	7.00	8.97	4.99	6.01	8.99	7.99	4.97	3.97	7.98	6.99	2.98	6.99	6.00	9.98	8.98	5.99	6.99	7.00	5.96	8.99	6.98	7.07	4.99	5.99	6.98	8.00	9.00	7.98	6.98	7.99	8.07	7.98	7.97	6.99	7.99	10.00
"C04"	8.98	4.98	10.00	9.99	4.96	6.99	10.99	2.96	7.99	4.98	7.99	5.97	6.01	10.99	7.99	9.98	9.97	12.98	7.97	9.98	9.98	11.19	4.96	6.97	5.99	7.48	11.04	7.18	6.99	9.98	5.96	6.98	8.97	6.98	7.07	6.97	8.98	11.14	8.98	9.17	6.98	6.98	6.98	9.16	7.97	7.98	12.06	8.99
"C05"	10.96	8.96	5.00	4.98	6.95	7.98	4.98	7.95	7.97	6.97	6.96	4.97	10.00	7.98	8.98	7.89	10.98	6.49	11.96	8.97	13.97	8.98	10.96	12.97	6.98	3.98	6.98	1.99	5.98	4.99	5.96	4.98	5.97	-0.03	-0.02	6.98	0.99	4.99	7.97	2.97	5.99	7.98	0.02	4.98	6.96	2.96	5.99	7.99
